Id,ParentId,Level,Code,Sequence,CodeText,Component,Property,Timing,System,Scale,Method
179947453,31205351,3,74213-0,1,Discharge instruct,Discharge instructions,Find,Pt,{Setting},Doc,{Role}
179974663,31205351,3,77408-3,2,Cardiology Discharge instruct,Discharge instructions,Find,Pt,{Setting},Doc,Cardiovascular disease
179974752,31205351,3,77416-6,3,CCM Discharge instruct,Discharge instructions,Find,Pt,{Setting},Doc,Critical Care Medicine
179982789,31205351,3,78262-3,4,General medicine Discharge instruct,Discharge instructions,Find,Pt,{Setting},Doc,General medicine
180007795,31205351,3,80810-5,5,Geri med Discharge instruct,Discharge instructions,Find,Pt,{Setting},Doc,Geriatric medicine
180087728,31205351,3,89217-4,6,Gynecology Discharge instruct,Discharge instructions,Find,Pt,{Setting},Doc,Gynecology
179982775,31205351,3,78261-5,7,Mental health Discharge instruct,Discharge instructions,Find,Pt,{Setting},Doc,Mental health
179984176,31205351,3,78410-8,8,Neo peri med Discharge instruct,Discharge instructions,Find,Pt,{Setting},Doc,Neonatal perinatal medicine
179984180,31205351,3,78411-6,9,Nephrology Discharge instruct,Discharge instructions,Find,Pt,{Setting},Doc,Nephrology
179984195,31205351,3,78412-4,10,Neurology Discharge instruct,Discharge instructions,Find,Pt,{Setting},Doc,Neurology
179984200,31205351,3,78413-2,11,Nurse Discharge instruct,Discharge instructions,Find,Pt,{Setting},Doc,Nurse
179984216,31205351,3,78414-0,12,Nurse pract Discharge instruct,Discharge instructions,Find,Pt,{Setting},Doc,Nurse practitioner
179984223,31205351,3,78415-7,13,Nutr+diet Discharge instruct,Discharge instructions,Find,Pt,{Setting},Doc,Nutrition and dietetics
180087867,31205351,3,89228-1,14,OB Discharge instruct,Discharge instructions,Find,Pt,{Setting},Doc,Obstetrics
179987652,31205351,3,78720-0,15,OBGYN Discharge instruct,Discharge instructions,Find,Pt,{Setting},Doc,Obstetrics and Gynecology
179984236,31205351,3,78416-5,16,OT Discharge instruct,Discharge instructions,Find,Pt,{Setting},Doc,Occupational therapy
179984241,31205351,3,78417-3,17,Oncology Discharge instruct,Discharge instructions,Find,Pt,{Setting},Doc,Oncology
179985933,31205351,3,78579-0,18,Palliative care Discharge instruct,Discharge instructions,Find,Pt,{Setting},Doc,Palliative care
179985918,31205351,3,78578-2,19,Peds Discharge instruct,Discharge instructions,Find,Pt,{Setting},Doc,Pediatrics
179985974,31205351,3,78583-2,20,Pharmacology Discharge instruct,Discharge instructions,Find,Pt,{Setting},Doc,Pharmacology
179985958,31205351,3,78582-4,21,PT Discharge instruct,Discharge instructions,Find,Pt,{Setting},Doc,Physical therapy
180036332,31205351,3,83802-9,22,MD Discharge instruct,Discharge instructions,Find,Pt,{Setting},Doc,Physician
179985953,31205351,3,78581-6,23,Rec therapy Discharge instruct,Discharge instructions,Find,Pt,{Setting},Doc,Recreational therapy
179985938,31205351,3,78580-8,24,Resp therapy Discharge instruct,Discharge instructions,Find,Pt,{Setting},Doc,Respiratory therapy
179985992,31205351,3,78584-0,25,Speech-lang path Discharge instruct,Discharge instructions,Find,Pt,{Setting},Doc,Speech-language pathology
179837257,31205351,3,60280-5,26,ED Discharge instruct,Discharge instructions,Find,Pt,Emergency department,Doc,{Role}
180162989,31205351,3,97662-1,27,Emergency med ED Discharge instruct,Discharge instructions,Find,Pt,Emergency department,Doc,Emergency medicine
180062135,31205351,3,8653-8,28,Hosp Discharge instruct,Discharge instructions,Find,Pt,Hospital,Doc,{Role}
180048712,31205351,3,85211-1,29,Urgent care Discharge instruct,Discharge instructions,Find,Pt,Urgent care center,Doc,{Role}
179908512,31205336,2,69730-0,3,Instructions,Instructions,Find,Pt,{Setting},Doc,{Role}
31205352,31205294,1,LP173417-9,8,Letter,,,,,,
31205353,31205352,2,LP200113-1,1,Legal letter,,,,,,
179985309,31205353,3,78506-3,1,Legal letter,Legal letter,Find,Pt,{Setting},Doc,{Role}
89290181,31205352,2,LP436846-2,2,End of treatment letter,,,,,,
179333504,89290181,3,101136-0,1,Radiation Onc End of treatment letter,End of treatment letter,Find,Pt,{Setting},Doc,Radiation oncology
180154135,31205352,2,96738-0,3,COVID-19 letter,COVID-19 letter,Find,Pt,{Setting},Doc,{Role}
179763055,31205352,2,51852-2,4,Letter,Letter,Find,Pt,{Setting},Doc,{Role}
179340297,31205352,2,101894-4,5,Cardiology Letter,Letter,Find,Pt,{Setting},Doc,Cardiovascular disease
180040081,31205352,2,84106-4,6,Gastroenterology Letter,Letter,Find,Pt,{Setting},Doc,Gastroenterology
179332835,31205352,2,101059-4,7,Geri med Letter,Letter,Find,Pt,{Setting},Doc,Geriatric medicine
180128601,31205352,2,93956-1,8,HF+TC Letter,Letter,Find,Pt,{Setting},Doc,Heart failure+Transplant cardiology
180163586,31205352,2,97709-0,9,Mental health Letter,Letter,Find,Pt,{Setting},Doc,Mental health
179897643,31205352,2,68684-0,10,Neo peri med Letter,Letter,Find,Pt,{Setting},Doc,Neonatal perinatal medicine
180043077,31205352,2,84336-7,11,Pathology Letter,Letter,Find,Pt,{Setting},Doc,Pathology
179899755,31205352,2,68866-3,12,Peds nephrology Letter,Letter,Find,Pt,{Setting},Doc,Pediatric nephrology
180047972,31205352,2,85158-4,13,Pharmacology Letter,Letter,Find,Pt,{Setting},Doc,Pharmacology
179340295,31205352,2,101893-6,14,PM+R Letter,Letter,Find,Pt,{Setting},Doc,Physical medicine and rehab
179958063,31205352,2,75475-4,15,MD Letter,Letter,Find,Pt,{Setting},Doc,Physician
179896525,31205352,2,68593-3,16,Plastic surgery Letter,Letter,Find,Pt,{Setting},Doc,Plastic surgery
179958214,31205352,2,75487-9,17,Primary care Letter,Letter,Find,Pt,{Setting},Doc,Primary care
180128086,31205352,2,93899-3,18,Psychiatric Letter,Letter,Find,Pt,{Setting},Doc,Psychiatry
180039138,31205352,2,84028-0,19,Team Letter,Letter,Find,Pt,{Setting},Doc,Team
179896706,31205352,2,68609-7,20,Hosp Letter,Letter,Find,Pt,Hospital,Doc,{Role}
179896860,31205352,2,68620-4,21,Adolescent med Hosp Letter,Letter,Find,Pt,Hospital,Doc,Adolescent medicine
179897058,31205352,2,68634-5,22,Allergy+Immunology Hosp Letter,Letter,Find,Pt,Hospital,Doc,Allergy+Immunology
179897249,31205352,2,68649-3,23,Child+teen psych Hosp Letter,Letter,Find,Pt,Hospital,Doc,Child and adolescent psychiatry
179897397,31205352,2,68662-6,24,Clinical genetics Hosp Letter,Letter,Find,Pt,Hospital,Doc,Clinical genetics
179897498,31205352,2,68671-7,25,Develop-behav peds Hosp Letter,Letter,Find,Pt,Hospital,Doc,Developmental-behavioral pediatrics
180089756,31205352,2,89449-3,26,Gynecology Hosp Letter,Letter,Find,Pt,Hospital,Doc,Gynecology
179896916,31205352,2,68624-6,27,HF+TC Hosp Letter,Letter,Find,Pt,Hospital,Doc,Heart failure+Transplant cardiology
179896082,31205352,2,68555-2,28,HemOnc Hosp Letter,Letter,Find,Pt,Hospital,Doc,Hematology+Medical oncology
179897618,31205352,2,68682-4,29,Multi-spec prog Hosp Letter,Letter,Find,Pt,Hospital,Doc,Multi-specialty program
179897664,31205352,2,68686-5,30,Neo peri med Hosp Letter,Letter,Find,Pt,Hospital,Doc,Neonatal perinatal medicine
179897772,31205352,2,68695-6,31,Neuro surgery Hosp Letter,Letter,Find,Pt,Hospital,Doc,Neurological surgery
179897912,31205352,2,68707-9,32,Child neuro Hosp Letter,Letter,Find,Pt,Hospital,Doc,Neurology w special qualifications in child neuro
180089754,31205352,2,89448-5,33,OB Hosp Letter,Letter,Find,Pt,Hospital,Doc,Obstetrics
179896234,31205352,2,68567-7,34,OBGYN Hosp Letter,Letter,Find,Pt,Hospital,Doc,Obstetrics and Gynecology
179896273,31205352,2,68571-9,35,OT Hosp Letter,Letter,Find,Pt,Hospital,Doc,Occupational therapy
179896334,31205352,2,68576-8,36,Ophthalmol Hosp Letter,Letter,Find,Pt,Hospital,Doc,Ophthalmology
179896439,31205352,2,68585-9,37,Orthopaedic surgery Hosp Letter,Letter,Find,Pt,Hospital,Doc,Orthopaedic surgery
179898038,31205352,2,68717-8,38,Pain medicine Hosp Letter,Letter,Find,Pt,Hospital,Doc,Pain medicine
179898158,31205352,2,68728-5,39,Peds cardiology Hosp Letter,Letter,Find,Pt,Hospital,Doc,Pediatric cardiology
179900080,31205352,2,68893-7,40,Peds dermatology Hosp Letter,Letter,Find,Pt,Hospital,Doc,Pediatric dermatology
179900146,31205352,2,68898-6,41,Peds endocrinology Hosp Letter,Letter,Find,Pt,Hospital,Doc,Pediatric endocrinology
179898381,31205352,2,68747-5,42,Peds gastroenterology Hosp Letter,Letter,Find,Pt,Hospital,Doc,Pediatric gastroenterology
179898517,31205352,2,68758-2,43,Peds hem-onc Hosp Letter,Letter,Find,Pt,Hospital,Doc,Pediatric hematology-oncology
179898603,31205352,2,68766-5,44,Peds infect disease Hosp Letter,Letter,Find,Pt,Hospital,Doc,Pediatric infectious diseases
179899802,31205352,2,68870-5,45,Peds nephrology Hosp Letter,Letter,Find,Pt,Hospital,Doc,Pediatric nephrology
179899875,31205352,2,68875-4,46,Peds otolaryngology Hosp Letter,Letter,Find,Pt,Hospital,Doc,Pediatric otolaryngology
179898861,31205352,2,68789-7,47,Peds pulmonology Hosp Letter,Letter,Find,Pt,Hospital,Doc,Pediatric pulmonology
179899938,31205352,2,68880-4,48,Peds rheumatology Hosp Letter,Letter,Find,Pt,Hospital,Doc,Pediatric rheumatology
179899028,31205352,2,68803-6,49,Peds surgery Hosp Letter,Letter,Find,Pt,Hospital,Doc,Pediatric surgery
179899738,31205352,2,68865-5,50,Peds transpl hepato Hosp Letter,Letter,Find,Pt,Hospital,Doc,Pediatric transplant hepatology
179899143,31205352,2,68813-5,51,Peds urology Hosp Letter,Letter,Find,Pt,Hospital,Doc,Pediatric urology
179899284,31205352,2,68826-7,52,Peds Hosp Letter,Letter,Find,Pt,Hospital,Doc,Pediatrics
179896585,31205352,2,68598-2,53,Plastic surgery Hosp Letter,Letter,Find,Pt,Hospital,Doc,Plastic surgery
179899418,31205352,2,68838-2,54,Primary care Hosp Letter,Letter,Find,Pt,Hospital,Doc,Primary care
179899520,31205352,2,68847-3,55,Speech-lang path Hosp Letter,Letter,Find,Pt,Hospital,Doc,Speech-language pathology
179899590,31205352,2,68853-1,56,Transpl surg Hosp Letter,Letter,Find,Pt,Hospital,Doc,Transplant surgery
180055211,31205352,2,85859-7,57,Wmns hlth OP Letter,Letter,Find,Pt,Outpatient,Doc,Womens health
179896684,31205352,2,68607-1,58,Progress letter,Progress letter,Find,Pt,{Setting},Doc,{Role}
179867525,31205352,2,64294-2,59,Readiness for duty letter,Readiness for military duty assessment letter,Find,Pt,{Setting},Doc,{Role}
180150618,31205352,2,96349-6,60,Referral letter,Referral letter,Find,Pt,{Setting},Doc,{Role}
31205354,31205294,1,LP204161-6,9,List,,,,,,
31205355,31205354,2,LP181534-1,1,Prescription list,,,,,,
179815206,31205355,3,57828-6,1,Prescriptions,Prescription list,Find,Pt,{Setting},Doc,{Role}
180020672,31205354,2,82215-5,2,Med equip or product list,Medical equipment or product list,Find,Pt,{Setting},Doc,{Role}
180004057,31205354,2,80418-7,3,Comm hlth care Med equip or product list,Medical equipment or product list,Find,Pt,{Setting},Doc,Community health care
31205356,31205294,1,LP173418-7,10,Note,,,,,,
31205357,31205356,2,LP173419-5,1,Adverse event note,,,,,,
180055660,31205357,3,85893-6,1,Adverse event note,Adverse event note,Find,Pt,{Setting},Doc,{Role}
180030967,31205357,3,83320-2,2,Allergy+Immunology Adverse event note,Adverse event note,Find,Pt,{Setting},Doc,Allergy+Immunology
89290186,31205356,2,LP436851-2,2,Repository initial evaluation note,,,,,,
179340189,89290186,3,101884-5,1,Navigator Repository initial eval nt,Repository initial evaluation note,Find,Pt,{Setting},Doc,Healthcare navigator
31205358,31205356,2,LP173420-3,3,Alert,,,,,,
180080282,31205358,3,88361-1,1,Addiction med Alert,Alert,Find,Pt,{Setting},Doc,Addiction medicine
180080242,31205358,3,88357-9,2,Infectious disease Alert,Alert,Find,Pt,{Setting},Doc,Infectious disease
180080246,31205358,3,88358-7,3,Mental health Alert,Alert,Find,Pt,{Setting},Doc,Mental health
180080261,31205358,3,88359-5,4,Nurse Alert,Alert,Find,Pt,{Setting},Doc,Nurse
180080266,31205358,3,88360-3,5,Pharmacology Alert,Alert,Find,Pt,{Setting},Doc,Pharmacology
81743034,31205356,2,LP434808-4,4,Appointment reminder,,,,,,
179333483,81743034,3,101134-5,1,Appointment reminder,Appointment reminder,Find,Pt,{Setting},Doc,{Role}
89290182,31205356,2,LP436847-0,5,Arrival notification note,,,,,,
180167357,89290182,3,98143-1,1,ED Arrival notification,Arrival notification note,Find,Pt,Emergency department,Doc,{Role}
89290183,31205356,2,LP436848-8,6,Comprehensive plan of care note,,,,,,
179337424,89290183,3,101541-1,1,Multidisciplinary Comp plan of care note,Comprehensive plan of care note,Find,Pt,{Setting},Doc,Multidisciplinary
179890526,31205356,2,67851-6,7,Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,{Role}
180069094,31205356,2,87252-3,8,Addiction med Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Addiction medicine
180036636,31205356,2,83824-3,9,Attend Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Attending
180150853,31205356,2,96373-6,10,BM Transplant Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Bone marrow transplant
180150866,31205356,2,96374-4,11,Dialy+Ther Apher Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Dialysis+Therapeutic apheresis
180040028,31205356,2,84102-3,12,Gastroenterology Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Gastroenterology
180040117,31205356,2,84109-8,13,Geri med Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Geriatric medicine
180049241,31205356,2,85250-9,14,Internal Med Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Internal medicine
180049012,31205356,2,85233-5,15,Internal med Attend Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Internal medicine.attending
180049184,31205356,2,85246-7,16,Internal med intern Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Internal medicine.intern
180049264,31205356,2,85251-7,17,Internal med Res Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Internal medicine.resident
180041354,31205356,2,84192-4,18,Mental health Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Mental health
180033292,31205356,2,83628-8,19,MH Nurse Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Mental health.nurse
180041895,31205356,2,84235-1,20,Neuro surgery Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Neurological surgery
180033803,31205356,2,83659-3,21,Neuro surg Attend Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Neurological surgery.attending
180041783,31205356,2,84226-0,22,Neurology Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Neurology
180034443,31205356,2,83688-2,23,Neurology Attend Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Neurology.attending
179586682,31205356,2,34744-3,24,Nurse Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Nurse
180032021,31205356,2,83550-4,25,Nurse pract Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Nurse practitioner
180043730,31205356,2,84388-8,26,Occup med Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Occupational medicine
180043955,31205356,2,84405-0,27,Ophthalmol Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Ophthalmology
180043659,31205356,2,84382-1,28,OMS Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Oral and maxillofacial surgery
180043611,31205356,2,84378-9,29,Orthopaedic surgery Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Orthopaedic surgery
180043480,31205356,2,84368-0,30,Otolaryngology Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Otolaryngology
180034554,31205356,2,83694-0,31,Otolaryngology Attend Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Otolaryngology.attending
180047926,31205356,2,85153-5,32,Pharmacology Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Pharmacology
180034798,31205356,2,83708-8,33,PM+R Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Physical medicine and rehab
180036369,31205356,2,83805-2,34,MD Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Physician
180036424,31205356,2,83809-4,35,PA Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Physician assistant
180036937,31205356,2,83850-8,36,Plastic surgery Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Plastic surgery
180033932,31205356,2,83665-0,37,Plastic surg Attend Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Plastic surgery.attending
180037027,31205356,2,83857-3,38,Podiatry Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Podiatry
180037182,31205356,2,83870-6,39,Primary care Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Primary care
180037318,31205356,2,83880-5,40,Psychiatric Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Psychiatry
180034011,31205356,2,83668-4,41,Psychiatry Attend Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Psychiatry.attending
180037733,31205356,2,83911-8,42,Pulmonary disease Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Pulmonary disease
180038239,31205356,2,83954-8,43,SW Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Social worker
180038685,31205356,2,83989-4,44,SCIM Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Spinal cord injury medicine
179588224,31205356,2,34873-0,45,Surgery Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Surgery
180040348,31205356,2,84125-4,46,Hand Surgery Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Surgery of the hand
180034067,31205356,2,83670-0,47,Surg attend Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Surgery.attending
180036225,31205356,2,83792-2,48,Surg Intern Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Surgery.intern
180035965,31205356,2,83778-1,49,Surg Res Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Surgery.resident
180039614,31205356,2,84068-6,50,Cardiothor surg Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Thoracic and cardiac surgery
180033722,31205356,2,83656-9,51,Cardiothor surg Attend Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Thoracic and cardiac surgery.attending
180039263,31205356,2,84039-7,52,Urology Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Urology
180034657,31205356,2,83699-9,53,Urology Attend Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Urology.attending
180039356,31205356,2,84047-0,54,Vascular surgery Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Vascular surgery
180034208,31205356,2,83677-5,55,Vascular surg Attend Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Vascular surgery.attending
180042768,31205356,2,84313-6,56,Vocational rehab Admit eval note,Admission evaluation note,Find,Pt,{Setting},Doc,Vocational rehabilitation
180048187,31205356,2,85173-3,57,Cust care fac Admit eval note,Admission evaluation note,Find,Pt,Custodial care facility,Doc,{Role}
179896042,31205356,2,68552-9,58,Emergency med ED Admit eval note,Admission evaluation note,Find,Pt,Emergency department,Doc,Emergency medicine
